source_id,target_id,Source,Target,Region,Amount
THA,SGP,Thailand,Singapore,Southeast Asia,2568528.478
THA,VNM,Thailand,Vietnam,Southeast Asia,1182309.963
THA,CHE,Thailand,Switzerland,Southeast Asia,4088220.506
THA,USA,Thailand,United States,Southeast Asia,1769339.872
TTO,USA,Trinidad and Tobago,United States,Caribbean and Central America,1261864.908
ARE,AUS,United Arab Emirates,Australia,Middle East and North Africa,1120843.389
ARE,BEL,United Arab Emirates,Belgium,Middle East and North Africa,2152203.514
ARE,CHN,United Arab Emirates,China,Middle East and North Africa,6867330.218
ARE,JPN,United Arab Emirates,Japan,Middle East and North Africa,16084831.0
ARE,KOR,United Arab Emirates,"Korea, Rep.",Middle East and North Africa,4691457.364
ARE,OMN,United Arab Emirates,Oman,Middle East and North Africa,1193931.911
ARE,PAK,United Arab Emirates,Pakistan,Middle East and North Africa,2460033.029
ARE,SAU,United Arab Emirates,Saudi Arabia,Middle East and North Africa,2106901.546
ARE,IND,United Arab Emirates,India,Middle East and North Africa,14976005.487
ARE,SGP,United Arab Emirates,Singapore,Middle East and North Africa,4110378.018
ARE,CHE,United Arab Emirates,Switzerland,Middle East and North Africa,9995296.214
ARE,THA,United Arab Emirates,Thailand,Middle East and North Africa,5193346.412
ARE,TUR,United Arab Emirates,Turkey,Middle East and North Africa,3115275.794
ARE,USA,United Arab Emirates,United States,Middle East and North Africa,1129491.293
TUR,CHN,Turkey,China,Europe,1429403.838
TUR,DEU,Turkey,Germany,Europe,1019810.493
TUR,IRN,Turkey,Iran,Europe,1421647.05
TUR,IRQ,Turkey,Iraq,Europe,1959374.543
TUR,CHE,Turkey,Switzerland,Europe,1898799.837
TUR,ARE,Turkey,United Arab Emirates,Europe,2622599.902
TUR,GBR,Turkey,United Kingdom,Europe,3407300.098
TUR,USA,Turkey,United States,Europe,1244569.685
TKM,CHN,Turkmenistan,China,Central and Northern Asia,5480969.398
UKR,CHN,Ukraine,China,Central and Northern Asia,2269322.4850000003
UKR,ITA,Ukraine,Italy,Central and Northern Asia,1177175.027
UKR,IND,Ukraine,India,Central and Northern Asia,1640483.941
UKR,TUR,Ukraine,Turkey,Central and Northern Asia,1214469.459
UKR,EGY,Ukraine,Egypt,Central and Northern Asia,1075731.414
EGY,ARE,Egypt,United Arab Emirates,Middle East and North Africa,1462441.606
GBR,BEL,United Kingdom,Belgium,Europe,2818174.123
GBR,CHN,United Kingdom,China,Europe,3139672.8600000003
GBR,FRA,United Kingdom,France,Europe,2900159.21
GBR,DEU,United Kingdom,Germany,Europe,4953884.579
GBR,IRL,United Kingdom,Ireland,Europe,3817908.548
GBR,ISR,United Kingdom,Israel,Europe,1156021.725
GBR,KOR,United Kingdom,"Korea, Rep.",Europe,1059171.9
GBR,NLD,United Kingdom,Netherlands,Europe,8117256.4180000005
GBR,IND,United Kingdom,India,Europe,1040524.71
GBR,ESP,United Kingdom,Spain,Europe,1106400.974
GBR,CHE,United Kingdom,Switzerland,Europe,11261435.91
GBR,USA,United Kingdom,United States,Europe,4296763.717
USA,ARG,United States,Argentina,North America,1266126.312
USA,BRA,United States,Brazil,North America,4604665.932
USA,CAN,United States,Canada,North America,41837516.157
USA,CHL,United States,Chile,North America,3128334.738
USA,CHN,United States,China,North America,36957970.53
USA,COL,United States,Colombia,North America,5136203.528
USA,CRI,United States,Costa Rica,North America,1139034.618
USA,DOM,United States,Dominican Rep.,North America,2380053.438
USA,ECU,United States,Ecuador,North America,2163066.474
USA,FRA,United States,France,North America,2416457.822
USA,DEU,United States,Germany,North America,4966405.287
USA,GIB,United States,Gibraltar,North America,1203365.745
USA,GTM,United States,Guatemala,North America,1845774.934
USA,HND,United States,Honduras,North America,1012954.787
USA,HKG,United States,"China, Hong Kong SAR",North America,6059394.619999999
USA,IDN,United States,Indonesia,North America,2215474.731
USA,ITA,United States,Italy,North America,2142161.5039999997
USA,JPN,United States,Japan,North America,16188668.026
USA,KOR,United States,"Korea, Rep.",North America,9098681.707
USA,MEX,United States,Mexico,North America,45703031.733
USA,NLD,United States,Netherlands,North America,5396149.494
USA,PAN,United States,Panama,North America,1742558.407
USA,PER,United States,Peru,North America,3083470.5420000004
USA,PHL,United States,Philippines,North America,1917336.169
USA,IND,United States,India,North America,5136466.214
USA,SGP,United States,Singapore,North America,1813845.826
USA,VNM,United States,Vietnam,North America,3772664.2800000003
USA,ESP,United States,Spain,North America,1585912.25
USA,CHE,United States,Switzerland,North America,7897417.876
USA,THA,United States,Thailand,North America,1504500.647
USA,TUR,United States,Turkey,North America,1185896.757
USA,GBR,United States,United Kingdom,North America,7074734.211
USA,VEN,United States,Venezuela,North America,1682963.078
BFA,CHE,Burkina Faso,Switzerland,Sub-Saharan Africa,1212648.224
URY,CHN,Uruguay,China,South America,1175262.871
UZB,CHE,Uzbekistan,Switzerland,Central and Northern Asia,2861265.16
VEN,CHN,Venezuela,China,South America,5169054.429
VEN,IND,Venezuela,India,South America,5071877.66
VEN,SGP,Venezuela,Singapore,South America,1139253.53
VEN,CHE,Venezuela,Switzerland,South America,2908300.47
VEN,USA,Venezuela,United States,South America,10924051.91
ZMB,CHN,Zambia,China,Sub-Saharan Africa,2025854.864
